department,job,timeclass,startdate,hourly_wage,regular_pay,overtime_pay,other_pay,total_pay,reg_hours,overtime_hours,total_hours
Police,Police Officer,F,10/30/2000,37.79,55688.2,3258.7,4713.54,63660.439999999995,28.338897144136624,1.1055359917492757,29.444433135885898
Aviation,Accountant III,F,4/18/2011,41.78,85972.8,0,4209.58,90182.38,39.572117686047804,0,39.572117686047804
Police,Secretary II*Precinct,F,7/3/2017,18.74,38080.89,0,52,38132.89,39.07816476479764,0,39.07816476479764
Police,Police Officer,F,3/27/2017,31.75,64690.16,938.88,2396.01,68025.05,39.18241066020594,0.37911568746214414,39.561526347668085
Water Services,Industrial Maintenance Mech,F,3/15/2004,30.6,62852.8,4246.36,4994.3,72093.46,39.50025138260432,1.7791017261605495,41.279353108764866
Fire,Accountant II,F,5/2/1994,37.87,77929.6,0,8384.6,86314.20000000001,39.57343949950235,0,39.57343949950235
Aviation,Aviation Superintendent,F,10/22/2007,53.7,108625.6,0,1961.2,110586.8,38.900444062455236,0,38.900444062455236
Library,Librarian II,F,2/8/1999,35.98,74032,0,5378.42,79410.42,39.568991319964084,0,39.568991319964084
Police,Crime Scene Specialist II,F,6/7/2004,28.75,59296,803.97,3125,63224.97,39.6628762541806,0.3585150501672241,40.02139130434783
Street Transportation,Plan Review Coordinator,F,8/12/2019,39,77865.76,0,75,77940.76,38.395345167652856,0,38.395345167652856
Street Transportation,Special Projects Administrator,F,2/16/2004,57.54,118659.2,0,4900,123559.2,39.657763161412795,0,39.657763161412795
Police,Police Officer,F,5/4/1998,37.79,77606.4,13766.44,12471.34,103844.18,39.49274329798278,4.670357780175192,44.16310107815797
Police,Police Officer,F,5/11/1994,37.79,77606.4,3546.3,5478.71,86631.41,39.49274329798278,1.2031062348606674,40.69584953284345
Fire,User Technology Specialist,F,9/20/1999,41.78,85972.8,0,4660,90632.8,39.572117686047804,0,39.572117686047804
Police,Secretary II*Precinct,F,9/20/1999,21.57,44484.8,0,4125,48609.8,39.66049712920366,0,39.66049712920366
Planning & Development,General Inspector I,F,9/7/2020,27.41,54627.76,115.52,0,54743.28,38.32666348609435,0.054032310872880004,38.380695796967224
Library,Librarian III,F,12/8/2014,37.14,75257.6,0,175.8,75433.40000000001,38.96773124559878,0,38.96773124559878
Police,Police Officer,F,5/7/2007,37.79,77606.4,1130.64,8280.38,87017.42,39.49274329798278,0.38357725894111183,39.876320556923886
Street Transportation,Chief Engineering Tech,F,9/26/1994,33.25,68577.6,0,5450,74027.6,39.66315789473685,0,39.66315789473685
Police,Police Officer,F,8/27/2007,37.79,77606.4,0,2330.08,79936.48,39.49274329798278,0,39.49274329798278
Aviation,Admin Asst II,F,10/10/2005,41.78,85972.8,0,1975.34,87948.14,39.572117686047804,0,39.572117686047804
Public Works,Solid Waste Superintendent,F,2/2/2004,43.92,90379.2,0,2375.22,92754.42,39.573350147120635,0,39.573350147120635
Parks and Recreation,Lifeguard,P,4/19/2021,14.72,11005.05,694.92,75,11774.97,14.377416910535116,0.6052466555183945,14.98266356605351
Aviation,Environmental Quality Spec,F,6/4/2018,41.78,85972.8,0,75,86047.8,39.572117686047804,0,39.572117686047804
Street Transportation,Street Maint Worker,F,12/2/2019,18.47,29478.28,160.74,5.25,29644.27,30.692474282620466,0.11157386197992589,30.804048144600394
Police,Police Officer,F,7/13/1998,37.79,77606.4,641.12,5150.36,83397.87999999999,39.49274329798278,0.21750429159796716,39.710247589580746
Fire,Fire Captain 56hr,F,6/27/1994,34.73,105022.03,43942.73,3689.72,152654.48,58.15302110788722,16.221374412131684,74.37439552001891
Water Services,Utility Technician,F,10/21/2019,19.59,38568.17,8837.87,2928.35,50334.39,37.86092786743629,5.783870629965577,43.644798497401865
Police,User Support Specialist,F,3/24/2008,31.71,65396.8,1989.65,5225.43,72611.88,39.660383766344026,0.8044255229685694,40.4648092893126
Fire,Fire Engineer 56hr,F,9/9/1996,26.95,77809.51,5728.26,6885.67,90423.43999999999,55.522698729841586,2.725017839303554,58.24771656914514
Fire,Fire Captain 56hr,F,6/5/2006,31.26,90225.08,8731.8,6489.68,105446.56,55.505364437226234,3.5811309611693485,59.086495398395584
Fire,Fire Engineer 56hr,F,1/13/1997,28.14,81237.35,43109.71,6713.63,131060.69,55.5172967579684,19.64067483097334,75.15797158894173
Fire,Fire Engineer 56hr,F,9/20/1999,26.95,71982.18,16644.52,3843.07,92469.77,51.36447837876408,7.918043860901005,59.282522239665084
Fire,Fire Captain*40hr,F,9/3/2001,45.86,94380.24,59747.99,2388.46,156516.69,39.577074038042205,16.703006362731614,56.28008040077382
Police,Police Comm Operator,F,3/28/2005,30.13,51199.96,16884.59,2934.11,71018.66,32.67887870509842,7.184503901895207,39.863382606993625
Police,Police Officer,F,8/13/2018,30.04,59088.8,8091.11,14019.86,81199.77,37.82699989757247,3.4531351360579055,41.28013503363037
Parks and Recreation,Lifeguard,P,4/24/2017,14.72,8877.38,624.02,0,9501.4,11.597747700668894,0.543495680044593,12.141243380713487
Police,Police Officer,F,11/18/2019,26.82,55261.44,3184.24,5550.74,63996.42,39.624161073825505,1.5221323543471192,41.146293428172626
Fire,Firefighter 56hr,F,2/8/2021,16.79,41447.86,1208.73,248.02,42904.61,47.47315251752418,0.922962386035644,48.39611490355982
Parks and Recreation,Lifeguard,P,4/22/2019,14.02,3892.9,331.2,0,4224.1,5.339761878634917,0.30286404038187204,5.642625919016789
Police,Police Comm Op*Lead Radio/911,F,6/14/1999,34.86,68420.8,24177.61,3514.93,96113.34,37.74482545566883,8.89183473822028,46.636660193889114
Police,Police Sergeant,F,6/4/2007,46.09,92482.58,32248.61,3628.54,128359.73,38.587788106881185,8.970356214986285,47.558144321867474
Fire,Firefighter 56hr,F,7/13/1998,26.98,77900.29,9459.19,2924.87,90284.34999999999,55.52566716085989,4.4948727452433905,60.02053990610328
Police,Police Officer,F,11/23/2015,37.79,72670.94,11018.97,12632.97,96322.88,36.981161072322756,3.7382600199482967,40.719421092271055
Fire,Fire Engineer 56hr,F,2/2/2004,26.95,72716.81,3613.23,4111.49,80441.53,51.88868988154702,1.718866847438276,53.6075567289853
Street Transportation,Senior Construction Insp,F,7/30/2018,34.99,69994.4,17875.31,1248.45,89118.15999999999,38.46945281069316,6.549603916137212,45.01905672683037
Police,Laboratory Technician,F,12/17/2018,19.59,38779.2,1480.12,76.65,40335.97,38.06808811402992,0.9686522427716914,39.03674035680161
Fire,Firefighter*Recruit (NC),F,10/26/2015,23.5,66632.9,809.68,15916.61,83359.18999999999,54.52774140752864,0.44172394980905616,54.9694653573377
Police,Police Officer,F,5/10/1996,37.79,77606.4,8748.21,6310.92,92665.52999999998,39.49274329798278,2.9678893480163655,42.46063264599914
Water Services,Principal Engineering Tech,F,2/16/2004,37.14,76131.2,0,2941.6,79072.8,39.42007373348246,0,39.42007373348246
Police,Police Reserves,P,12/31/2018,28.41,0,0,1150,1150,0,0,0
Police,Safety Analyst II,F,11/1/2021,30.34,9708.8,0,75,9783.8,6.153846153846154,0,6.153846153846154
Police,Police Officer,F,5/17/2021,31.75,37833.6,3520.9,1785.7,43140.2,22.915566323440338,1.4217242075509793,24.337290530991318
Police,Police Comm Op*Radio/911,F,10/20/1997,31.71,18860.25,6389.49,1309.77,26559.51,11.437941197874974,2.5833030104553285,14.021244208330302
Police,Police Lieutenant,F,2/24/1997,64.47,132955.2,29694.49,6730.78,169380.47,39.659233274868456,5.90505025195579,45.56428352682425
Public Works,Accountant II,F,12/14/2009,31.93,61548.84,0,75,61623.84,37.069575272832395,0,37.069575272832395
Police,Police Officer,F,4/15/2002,37.79,77606.4,47659.75,5931.1,131197.25,39.49274329798278,16.168892190987982,55.66163548897076
Police,Police Assistant,F,5/8/2006,24.92,51396.8,1927.26,3092.34,56416.40000000001,39.66292134831461,0.9915112976910728,40.65443264600569
Street Transportation,Cement Finisher,F,7/4/2016,24.37,49576,1266.15,89,50931.15,39.121239859852906,0.6660932420062499,39.787333101859154
Police,Police Sergeant,F,8/14/2006,48.4,99644.96,56279.51,6759.61,162684.08,39.59192625556262,14.907689658826023,54.49961591438864
Police,Police Officer,F,3/14/2016,37.79,77606.4,2749.17,12937.98,93293.54999999999,39.49274329798278,0.932674496712602,40.42541779469538
Public Works,Admin Asst II,F,6/19/2017,30.34,59974.8,0,0,59974.8,38.014553014553016,0,38.014553014553016
Police,Police Comm Operator,F,10/18/2021,22.64,7742.88,543.36,725,9011.24,6.576923076923077,0.3076923076923077,6.884615384615384
Police,Police Officer,F,4/5/2010,37.79,77606.4,3207.63,2513.51,83327.54,39.49274329798278,1.0882101492051215,40.5809534471879
Fire,Firefighter 56hr,F,1/1/2007,26.98,81348.96,96966.92,1565.07,179880.95,57.983805668016196,46.077303225561195,104.0611088935774
Police,Police Comm Op*Radio/911,F,10/24/2005,31.71,63660.8,11316.32,1965.04,76942.15999999999,38.607573442010526,4.5752452110068,43.18281865301733
Parks and Recreation,Recreation Coordinator II,F,7/12/2021,23.58,20608.92,0,75,20683.92,16.807692307692307,0,16.807692307692307
Water Services,Ops & Maintenance Tech*SCBA,F,4/6/2020,24.02,41554.27,1708.89,344,43607.159999999996,33.26896656632294,0.9121084993274835,34.18107506565042
Fire,Firefighter 56hr,F,4/27/2015,21.5,60321.24,3272.61,3232.45,66826.3,53.95459749552773,1.9514669051878355,55.906064400715564
Police,Police Officer,F,5/31/1999,37.79,77606.4,30292.62,8718.47,116617.48999999999,39.49274329798278,10.27697600097706,49.769719298959835
Police,Police Officer,F,4/5/1999,37.79,77606.4,16782.03,5074.55,99462.98,39.49274329798278,5.693417061900788,45.186160359883566
Police,Police Officer,F,2/22/2021,25.34,41624.4,2342.87,1546.12,45513.39000000001,31.58915669965394,1.18535102098638,32.77450772064032
Fire,Firefighter 56hr,F,2/26/2018,21.5,60760.69,8130.64,129.75,69021.08,54.347665474060825,4.848324388789505,59.19598986285033
Police,Police Officer,F,1/28/2019,28.41,58063.4,1976.16,1467.9,61507.46000000001,39.30319768228955,0.8917770015974873,40.19497468388704
Police,Police Officer,F,3/9/2020,26.82,54345.6,3388.15,12310.98,70044.73,38.96747547754259,1.619605537390772,40.58708101493337
Police,Police Sergeant,F,2/4/2002,46.09,92844.2,7000.08,4430.13,104274.41,38.73867182936395,1.9471602383296893,40.68583206769364
Public Works,Auto Parts Clerk II,F,8/19/2013,23.05,47661.7,6273.4,206.18,54141.28,39.764475221091274,3.489293064130374,43.253768285221646
Aviation,Civil Engineer III*Team Ldr,F,11/4/1996,56.39,116036.8,0,6935.6,122972.40000000001,39.57221002087113,0,39.57221002087113
Police,Police Officer,F,1/2/2017,34.27,65614.4,5237.31,2270.02,73121.73,36.81982447083117,1.9592938430113804,38.77911831384255
Police,Municipal Security Guard,F,2/27/2006,22.64,45566.8,5824.45,5246.77,56638.020000000004,38.70515085621093,3.2982524689680166,42.003403325178944
Police,Police Officer,F,9/24/2007,37.79,77606.4,3498.81,8055.81,89161.01999999999,39.49274329798278,1.1869949315040609,40.67973822948684
Aviation,Aviation Supv II,F,9/11/2017,28.89,57358.2,2858.64,1941.4,62158.24,38.18076523684,1.268578427456932,39.44934366429693
Police,Police Recruit (NC),F,11/1/2021,23.53,7529.6,0,2500,10029.6,6.153846153846154,0,6.153846153846154
Police,Police Officer,F,9/12/2016,31.75,64676.8,0,1476.89,66153.69,39.17431859479104,0,39.17431859479104
Municipal Court,Treasury Collections Rep,F,4/2/2001,28.75,59296,0,3750,63046,39.6628762541806,0,39.6628762541806
Water Services,Utility Technician,F,8/28/2006,24.02,49033.6,0,1103.44,50137.04,39.257029398578105,0,39.257029398578105
Police,Police Officer,F,12/10/2001,37.79,77606.4,2375.84,3502.1,83484.34,39.49274329798278,0.8060197718837571,40.29876306986653
Police,Police Officer,F,7/15/2019,28.41,56668.4,2825.29,11951.92,71445.61,38.35892020686107,1.2749618678868941,39.633882074747966
Fire,Firefighter 56hr,F,4/27/2015,21.5,62744.68,4743.61,129.75,67618.04,56.12225402504472,2.828628503279666,58.950882528324385
Fire,Firefighter 56hr,F,2/2/2015,23.79,70675.05,12416.19,204.75,83295.99,57.130541274614416,6.6911274937756655,63.82166876839008
Public Works,Civil Engineer II,F,3/11/2019,37.14,75548.8,0,75,75623.8,39.11851207489333,0,39.11851207489333
Police,Police Communications Supv,F,9/17/2001,39.76,77660.8,56495.88,3840.7,137997.38,37.562296858071505,18.216955579631637,55.77925243770314
Planning & Development,Chief Engineering Tech,F,7/5/2004,33.25,66887.36,0,75,66962.36,38.68557547715442,0,38.68557547715442
Fire,Firefighter 56hr,F,9/25/2017,19.43,51192.67,17788.21,4440.12,73421,50.66775208836454,11.737209179566358,62.404961267930894
Fire,Firefighter 56hr,F,1/3/1994,24.48,71744.95,6425.85,3645.07,81815.87000000001,56.36072618149824,3.3653060583207646,59.726032239819
Planning & Development,Planning & Dev Team Ldr,F,7/28/1997,53.7,110497.6,4290,4515,119302.6,39.570835123907756,1.0242085661080074,40.595043690015764
Planning & Development,Info Tech Analyst/Prg III,F,11/5/2007,51.02,104979.2,0,1675.04,106654.23999999999,39.56939963212013,0,39.56939963212013
Library,Library Clerk I*Extension Svcs,F,5/6/2019,15.55,20895.68,0,96.9,20992.58,25.841800643086817,0,25.841800643086817
Parks and Recreation,Parks Foreman I,F,8/6/2012,24.89,49306,16116.3,106.1,65528.4,38.09531167908026,8.301294928454428,46.39660660753469
Human Services,Senior Programs Supervisor II,F,5/10/2004,35.98,73228,0,439,73667,39.13926540385685,0,39.13926540385685
Fire,Firefighter 56hr,F,6/19/1989,28.17,74200.6,7964.43,3964.87,86129.9,50.65440594194588,3.6247098659239234,54.27911580786981
Police,User Technology Specialist*U2,F,11/7/2005,38.65,79384,358.07,2816.9,82558.97,39.49845755796597,0.11877467077984544,39.61723222874581
Fire,Firefighter 56hr,F,9/12/2005,26.98,80885.96,30132.2,2883.91,113902.07,57.65378913155044,14.318393491855316,71.97218262340576
Fire,Casework Aide,P,6/18/2018,15.55,8149.97,183.72,497.93,8831.62,10.079112045510758,0.15147167944595596,10.230583724956714
Aviation,Building Equip Op II,F,1/29/2007,31.84,65398.4,6193.58,2554.83,74146.81,39.49942017781214,2.4938716015977325,41.99329177940987
Police,Police Officer,F,3/16/1994,37.79,77606.4,2508.75,5565.42,85680.56999999999,39.49274329798278,0.8511103873633643,40.34385368534614
Police,Police Officer,F,5/27/2002,37.79,77606.4,0,3545.18,81151.57999999999,39.49274329798278,0,39.49274329798278
Planning & Development,Building Code Examiner*Lead,F,1/10/2000,42.16,86177.6,0,41981.43,128159.03,39.30886002043498,0,39.30886002043498
Police,Police Officer,F,7/31/2006,37.79,77606.4,24336.3,5009.82,106952.51999999999,39.49274329798278,8.25625419830236,47.748997496285135
Police,Police Officer,F,9/12/2016,34.27,67120.1,4357.14,10895.33,82372.57,37.66475499988777,1.6300195281811856,39.294774528068956
Library,Library Page,P,2/10/2020,15.55,18591.65,0,13.3,18604.95,22.99239426168687,0,22.99239426168687
Fire,Firefighter 56hr,F,2/27/2017,21.5,60056.24,8990.58,4176.78,73223.59999999999,53.71756708407871,5.361109123434705,59.07867620751341
Water Services,Water Services Superintendent,F,8/15/2005,48.49,99784,0,2075.44,101859.44,39.573583768263084,0,39.573583768263084
Library,Librarian II,F,1/5/2015,27.44,49688.64,0,147,49835.64,34.82327876205427,0,34.82327876205427
Police,Police Officer,F,3/13/2006,37.79,77606.4,24179.94,4499.68,106286.01999999999,39.49274329798278,8.203208011887556,47.69595130987033
Public Works,Equipment Service Wkr II,F,8/30/2004,23.05,47846.8,12918.03,5710.23,66475.06,39.91890538962123,7.1850659102286,47.10397129984983
Police,Police Officer,F,6/17/2019,28.41,56463.3,2708.61,2290.22,61462.130000000005,38.22008772642352,1.2223079630682587,39.44239568949178
Police,Management Asst II,F,3/4/2002,46.21,128011.51,0,6571.8,134583.31,53.27331330214905,0,53.27331330214905
Police,Police Comm Operator,F,2/25/2008,30.13,46662.13,6711.33,1593.45,54966.909999999996,29.78256401746279,2.855714978682121,32.63827899614491
Water Services,Utility Mechanic*SCBA,F,9/6/2021,25.08,12188.88,0,0,12188.88,9.346153846153847,0,9.346153846153847
Street Transportation,Senior Materials Technician,F,2/11/2019,24.02,49083.6,17403.36,1059.2,67546.15999999999,39.2970601421892,9.288925895087427,48.585986037276626
Aviation,Museum Assistant,F,3/11/2019,23.58,47003.2,0,75,47078.2,38.3336595550336,0,38.3336595550336
Parks and Recreation,Recreation Instructor,P,5/31/2021,15.55,3653.96,0,9.5,3663.46,4.5188721246599055,0,4.5188721246599055
Police,Police Officer,F,10/10/2016,34.27,66622.4,20814.39,1556.02,88992.81,37.385468339655674,7.786727570649368,45.17219591030504
Public Works,Auto Technician*Master Tech,F,2/10/2020,26.13,53381.6,38.28,600,54019.88,39.286996967823605,0.018781830492507874,39.30577879831611
Parks and Recreation,Recreation Instructor,P,4/8/2019,16.24,5732.72,4.32,81.62,5818.66,6.788461538461539,0.0034103827207275484,6.791871921182267
Police,Police Reserves,P,1/29/2018,28.41,0,0,1150,1150,0,0,0
Parks and Recreation,Groundskeeper,F,12/31/2018,16.32,28854.2,11380.23,1206.99,41441.42,34.00051847662142,8.939974547511312,42.940493024132735
Parks and Recreation,Lifeguard,P,5/17/2021,14.02,4035.94,260.9,0,4296.84,5.5359651047953475,0.23857858736603385,5.774543692161381
Water Services,Civil Engineer III,F,4/24/2017,51.02,104979.2,0,2115.8,107095,39.56939963212013,0,39.56939963212013
Police,Police Officer,F,6/26/1989,37.79,77606.4,302.32,5552.21,83460.93000000001,39.49274329798278,0.10256410256410256,39.59530740054688
Aviation,Equipment Op III*Aprt Striper,F,2/26/2018,20.28,37938.8,242.08,1970.41,40151.29000000001,35.97595205583371,0.15303696960501695,36.12898902543873
Fire,Firefighter 56hr,F,9/18/2000,26.98,74585.04,963.73,31134.55,106683.31999999999,53.162627587386666,0.4579508087662276,53.620578396152894
Police,Police Officer,F,4/23/2007,37.79,77606.4,892.72,2350.16,80849.28,39.49274329798278,0.30286129148261987,39.7956045894654
Police,Police Sergeant,F,7/19/1996,53.72,110785.6,23009.87,13971,147766.47,39.65920155793573,5.491406056093323,45.150607614029056
Water Services,Utility Technician,F,3/15/2004,24.02,49033.6,23178.9,1008.73,73221.23,39.257029398578105,12.371581374495614,51.62861077307372
Police,Police Officer,F,2/21/2000,37.79,77606.4,355.91,13636.88,91599.19,39.49274329798278,0.12074487213412856,39.6134881701169
Police,Police Officer,F,4/5/1999,37.79,77606.4,295.2,36796.57,114698.16999999998,39.49274329798278,0.10014859445925864,39.59289189244203
Police,Police Officer,F,10/22/2018,30.04,58342.4,6668.13,2428.47,67439,37.34917545836321,2.845833760114719,40.195009218477935
Police,Police Sergeant,F,12/2/1996,53.72,110785.6,24446.55,21446.54,156678.69,39.65920155793573,5.834276018099548,45.493477576035275
Aviation,Environmental Quality Spec,F,11/29/2021,27.44,3292.8,0,75,3367.8,2.3076923076923075,0,2.3076923076923075
Police,Police Property Technician,F,7/9/2001,24.92,51396.8,11478.49,7843.82,70719.11,39.66292134831461,5.905302094908835,45.568223443223445
Police,Police Officer,F,3/18/2002,37.79,66167.4,30438.3,21616.86,118222.56,33.67160624503837,10.326398925234596,43.99800517027296
Public Works,Solid Waste Foreman,F,3/2/2015,26.13,52508.96,11586.56,209.4,64304.92,38.64476434396067,5.684869537912017,44.32963388187268
